Time,BG,CGM,CHO,insulin,LBGI,HBGI,Risk
2023-04-24 02:59:18.358023,141.9488112852138,165.06200971221375,0.0,0.021525000000000002,0.0,1.8827472909439278,1.8827472909439278
2023-04-24 03:02:18.358023,141.9418249722649,163.7446106167543,0.0,0.021525000000000002,0.0,1.8819481703432008,1.8819481703432008
2023-04-24 03:05:18.358023,141.94594959845978,162.66953269748205,0.0,0.021525000000000002,0.0,1.8824199446763556,1.8824199446763556
2023-04-24 03:08:18.358023,142.0131816367075,161.7239473463785,0.0,0.021525000000000002,0.0,1.8901163715542704,1.8901163715542704
2023-04-24 03:11:18.358023,142.1678398655849,161.10524687187953,0.0,0.021525000000000002,0.0,1.9078669006506008,1.9078669006506008
2023-04-24 03:14:18.358023,142.41375477286962,160.9855820705799,0.0,0.021525000000000002,0.0,1.936222594038928,1.936222594038928
2023-04-24 03:17:18.358023,142.74378605781112,161.5231635419685,0.0,0.021525000000000002,0.0,1.974529632804829,1.974529632804829
2023-04-24 03:20:18.358023,143.1456295491167,162.86923505349623,0.0,0.021525000000000002,0.0,2.0215592277660948,2.0215592277660948
2023-04-24 03:23:18.358023,143.60523640425035,165.17224109197406,0.0,0.021525000000000002,0.0,2.075865782616778,2.075865782616778
2023-04-24 03:26:18.358023,144.10872397151738,168.56439282360606,0.0,0.021525000000000002,0.0,2.135983486297123,2.135983486297123
2023-04-24 03:29:18.358023,144.64335450527608,173.08385603188572,0.0,0.021525000000000002,0.0,2.200528484069738,2.200528484069738
2023-04-24 03:32:18.358023,145.1979542821192,178.62789493841285,0.0,0.021525000000000002,0.0,2.26824654848562,2.26824654848562
2023-04-24 03:35:18.358023,145.76301037531294,185.06378123296633,0.0,0.021525000000000002,0.0,2.3380297653922346,2.3380297653922346
2023-04-24 03:38:18.358023,146.33059338689847,192.26040191459919,0.0,0.021525000000000002,0.0,2.408916087227118,2.408916087227118
2023-04-24 03:41:18.358023,146.894196602812,200.0280652692952,0.0,0.021525000000000002,0.0,2.480079940634009,2.480079940634009
2023-04-24 03:44:18.358023,147.4485449303331,207.818028812855,0.0,0.021525000000000002,0.0,2.5508187265363413,2.5508187265363413
2023-04-24 03:47:18.358023,147.98940355119265,214.54213348075655,0.0,0.021525000000000002,0.0,2.6205380404853083,2.6205380404853083
2023-04-24 03:50:18.358023,148.51340173607127,218.99302672627067,0.0,0.021525000000000002,0.0,2.688737214895369,2.688737214895369
2023-04-24 03:53:18.358023,149.01787855143883,219.9641163835871,0.0,0.021525000000000002,0.0,2.7549960292476583,2.7549960292476583
2023-04-24 03:56:18.358023,149.50075215149752,216.43372847994175,0.0,0.021525000000000002,0.0,2.818962969417696,2.818962969417696
2023-04-24 03:59:18.358023,149.96041161065835,208.48647374350446,0.0,0.021525000000000002,0.0,2.880345136254579,2.880345136254579
2023-04-24 04:02:18.358023,150.39562892178563,197.86604225764535,0.0,0.021525000000000002,0.0,2.938899740652177,2.938899740652177
2023-04-24 04:05:18.358023,150.80548828883454,186.68505210207962,0.0,0.021525000000000002,0.0,2.9944270355581337,2.9944270355581337
2023-04-24 04:08:18.358023,151.18932981685313,177.05639549660015,0.0,0.021525000000000002,0.0,3.046764497001597,3.046764497001597
2023-04-24 04:11:18.358023,151.54670492274175,170.89289000991047,0.0,0.021525000000000002,0.0,3.095782057809537,3.095782057809537
2023-04-24 04:14:18.358023,151.87734112075498,168.9057383331487,0.0,0.021525000000000002,0.0,3.141378206862799,3.141378206862799
2023-04-24 04:17:18.358023,152.1811141983473,170.00359688116106,0.0,0.021525000000000002,0.0,3.1834767853269312,3.1834767853269312
2023-04-24 04:20:18.358023,152.4580261470668,172.69465462900007,0.0,0.021525000000000002,0.0,3.22202433398105,3.22202433398105
2023-04-24 04:23:18.358023,152.70818752813804,175.48721483744436,0.0,0.021525000000000002,0.0,3.256987869247582,3.256987869247582
2023-04-24 04:26:18.358023,152.9318032245311,177.00835990074552,0.0,0.021525000000000002,0.0,3.2883529878474183,3.2883529878474183
2023-04-24 04:29:18.358023,153.12916075953584,176.59733976996992,0.0,0.021525000000000002,0.0,3.3161222201243,3.3161222201243
2023-04-24 04:32:18.358023,153.30062054896356,174.6616021419461,0.0,0.021525000000000002,0.0,3.3403135695476767,3.3403135695476767
2023-04-24 04:35:18.358023,153.44660760474835,171.84602239435515,0.0,0.021525000000000002,0.0,3.3609591906318586,3.3609591906318586
2023-04-24 04:38:18.358023,153.5676043271926,168.79553565623328,0.0,0.021525000000000002,0.0,3.378104169633321,3.378104169633321
2023-04-24 04:41:18.358023,153.66414411658639,166.1118663533066,0.0,0.021525000000000002,0.0,3.39180538216062,3.39180538216062
2023-04-24 04:44:18.358023,153.73680560716838,164.13720322683457,0.0,0.021525000000000002,0.0,3.4021304095485982,3.4021304095485982
2023-04-24 04:47:18.358023,153.7862073815406,162.82440248412266,0.0,0.021525000000000002,0.0,3.4091565018234786,3.4091565018234786
2023-04-24 04:50:18.358023,153.81300306521638,162.03982939076053,0.0,0.021525000000000002,0.0,3.4129695796095176,3.4129695796095176
2023-04-24 04:53:18.358023,153.81787673189183,161.64988118076005,0.0,0.021525000000000002,0.0,3.413663270670634,3.413663270670634
2023-04-24 04:56:18.358023,153.80153857267015,161.52516444575278,0.0,0.021525000000000002,0.0,3.4113379791739114,3.4113379791739114
2023-04-24 04:59:18.358023,153.76472079874375,161.5613999923159,0.0,0.021525000000000002,0.0,3.406099987408301,3.406099987408301
2023-04-24 05:02:18.358023,153.7081737584858,161.69196430709422,0.0,0.021525000000000002,0.0,3.398060590756089,3.398060590756089
